	User	Location	Tweet	Date/Time of Tweet
164	DavidIMUMiller	Manchester, NH	RT @grumpybirdieS: The same people who say Bernie can’t get anything done or what we need now are “results” not revolution , are the same p…	2020-03-02 03:42:21
165	cusnjed		RT @OMGTheMess: According to the ALP, Scott Maorrison is responsible for climate change https://t.co/OkWzTyrZdP	2020-03-02 03:42:21
166	planodots1	Plano, TX	RT @PeteButtigieg: .@TomSteyer, thank you for your passion and your advocacy. This election has been made better by your voice on climate c…	2020-03-02 03:42:18
167	cobe116		"RT @Unodecalamareh: @GretaThunberg It is not only Stockholm . This is the first year that there is no ""ice wine"" harvest due to the warm wi…"	2020-03-02 03:42:17
168	JasonDemeter92		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:42:17
169	LauraNoonan16		RT @geekgirlden: @SpiralCow @BaddCompani @AmazingKungFuCt Maybe Bloomberg. I think his and Inslee's climate change proposals are the boldes…	2020-03-02 03:42:16
170	PonteDebra	Island 30 Miles out at Sea	"RT @ArtForOurPlanet: 🇵🇷 

Worlwide, cultural heritage is threatened by climate change. 

In Puerto Rico, scientists race to document indige…"	2020-03-02 03:42:15
171	socialchoices	New York, NY	RT @StrikeClimate: We’re fighting for the present as much as we’re fighting for the future - the destruction caused by climate change is al…	2020-03-02 03:42:13
172	drewmartinez1		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:42:11
173	CheyenneSage3	WTC7	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:42:10
174	mangotree_books	Townsville QLD Australia	RT @zalisteggall: Coronavirus or climate change? See if you can guess what Scott Morrison's talking about - ABC News #auspol https://t.co/h…	2020-03-02 03:42:09
175	JonathanRBuzan	https://orcid.org/0000-0002-8199-3264	"RT @FinGregg: Climate change is a clear threat to the stability of the financial system. 

@ewarren has a plan for that.

The policies offe…"	2020-03-02 03:42:08
176	Cliotise		@GavinNewsom Climate change is a crock of s***! You raise gas taxes to improve roads and instead spend it on a croc… https://t.co/5LD6mvQqTv	2020-03-02 03:42:08
177	kevinwardrop	Bathgate, Scotland	"RT @TheTNHoller: NEW: “federal judge rules Ken Cuccinelli acting dir of Citizenship &amp; Immigration was unlawfully appointed”

Ken fights mar…"	2020-03-02 03:42:07
178	patriziavilaa		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:42:07
179	ashmoneeeey		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:42:07
180	LLeikus	Smoky Mtn Tarheel in Miami, FL	"RT @pavanvan: Take: Blaming climate change on ""boomers"" is a bit dishonest, given that global emissions this past year are twice what they…"	2020-03-02 03:42:06
181	andy_legault	North Richland Hills, TX	RT @merlins_girl: Not once — not even once — have the global climate change alarmists had one of their predictions come true. NOT ONCE! #Cl…	2020-03-02 03:42:03
182	RomeKaNeiro	Gurgaon, India	RT @mona1961talks: @RomeKaNeiro I think we should send this research to the FDA, WHO immediately! That girl Greta Thunberg should know that…	2020-03-02 03:42:03
183	HauwaTurner		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:42:02
184	lesfreakinfly		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:42:02
185	vskath	Nepal	"""Climate change could bring an untimely end to the story of a rising Asia."""	2020-03-02 03:42:01
186	Avdhesh73_IFFCO	Allahabad, India	RT @drusawasthi: We should maintain the #biodiversity as it’s the key for producing nutritious food &amp; improving rural lives. Specially, agr…	2020-03-02 03:41:59
187	hodl_satoshi	Satoshi Land	@Strandjunker That idiot will blame at Corona and Democrats.  Wait, maybe he will blame at climate change this time.	2020-03-02 03:41:59
188	miranadhiraaa	seseri	"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:41:56
189	xj4mes	Koreatown, Los Angeles	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:55
190	cecmfernandezz		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:52
191	Impeach86791801		RT @PeteButtigieg: .@TomSteyer, thank you for your passion and your advocacy. This election has been made better by your voice on climate c…	2020-03-02 03:41:50
192	dabrinathebruja	Miami, FL	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:49
193	ChuckSherwood1	Beverly Hills, FL 	"MA: Cape Cod coalition asks towns to declare 'climate change emergency'
https://t.co/w14aTzo2E7"	2020-03-02 03:41:48
194	GadflyQuebec	Canada Tiohtiak:ke	"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:41:48
195	pintobeans360		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:47
196	JBittensky		@jimiuorio Now that’s what I call outright speculation.  Haven’t you heard about all dat climate change?  Or maybe you’re expectin’ it.	2020-03-02 03:41:45
197	yungcrys_	Houston, TX	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:45
198	Gina_Nj	South East, England	RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:41:44
199	leslieee313	Miami, FL	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:39
200	_TeniolaJ		RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:41:37
201	janineljao	Florida	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:37
202	syedasifbilal6	chicago,illonis 	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:41:36
203	bcaramel_		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:36
204	WriteStephC		"RT @FinGregg: Climate change is a clear threat to the stability of the financial system. 

@ewarren has a plan for that.

The policies offe…"	2020-03-02 03:41:36
205	silentsnakeone		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:35
206	HattieOliver		RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:41:31
207	EauDeGersson	Chile	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:41:31
208	JKT1963	New Delhi	RT @drusawasthi: We should maintain the #biodiversity as it’s the key for producing nutritious food &amp; improving rural lives. Specially, agr…	2020-03-02 03:41:30
209	pyonce26	in my own world	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:29
210	yesaiemamani	Searching my dreams	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:27
211	JLB964	Fairfax, VA	British hedge fund billionaire Hohn launches campaign to starve... https://t.co/uiGChA3v4q	2020-03-02 03:41:25
212	Brendalasvegas2		@JanderVK @2sinkz @hood_willrow @BenjaminPDixon I appreciate the explanation.  I voted for Bernie because his ideas… https://t.co/ei1TsGHlPs	2020-03-02 03:41:25
213	rday_day	ex RAR. 10 IRC.	RT @Terri_1987a: No bushfires are currently burning, hot days never really eventuated this Summer. So much for this climate emergency these…	2020-03-02 03:41:24
214	Dlsselle2	Earth (for now)	"RT @theserfstv: Was just thinking about Coronavirus coverage and while it is horrifying it may kill 2% of anyone it infects...

can you ima…"	2020-03-02 03:41:24
215	G0dlyVirgo	DMV	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:21
216	LeftGetAlong		@Pluplubasch @ProudResister Biden is an incredibly risky nominee- He can't even fill a ballroom or give a coherent… https://t.co/nm7jTofqHk	2020-03-02 03:41:15
217	podemosarts	paris	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:41:14
218	santymiley		RT @HumanistReport: We have a decade to take drastic action on climate change. Bernie has the momentum and your presence in the race is hur…	2020-03-02 03:41:14
219	AlexandraErin	Hagerstown	"RT @FinGregg: Climate change is a clear threat to the stability of the financial system. 

@ewarren has a plan for that.

The policies offe…"	2020-03-02 03:41:11
220	__dLashelle	Houston, TX	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:10
221	Hornedcog1		"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:41:09
222	AustinSwith		RT @BBCNews: Hundreds call for organisers of Greta Thunberg climate change rally to pay for damage caused to green space https://t.co/0mAlY…	2020-03-02 03:41:08
223	libby_mulligan		"RT @FinGregg: Climate change is a clear threat to the stability of the financial system. 

@ewarren has a plan for that.

The policies offe…"	2020-03-02 03:41:08
224	Markqm214	Gurnee, IL	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:08
225	MS_KIARADELGADO	Massachusetts, USA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:07
226	KiaSmithWrites	Chicago	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:06
227	Ferhat54511377		RT @trtworld: Study shows Australian summers now twice as long as its winters as climate change increased temperatures since last century h…	2020-03-02 03:41:02
228	guaanyin__	Chicago, IL	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:41:01
229	sl8u5ch		"RT @theserfstv: Was just thinking about Coronavirus coverage and while it is horrifying it may kill 2% of anyone it infects...

can you ima…"	2020-03-02 03:40:57
230	Christi92965066	Earth	"RT @TheTNHoller: NEW: “federal judge rules Ken Cuccinelli acting dir of Citizenship &amp; Immigration was unlawfully appointed”

Ken fights mar…"	2020-03-02 03:40:54
231	fuelforhakim	+65	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:40:53
232	lovenellyx		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:40:52
233	AndreaChalupa	NYC	"RT @FinGregg: Climate change is a clear threat to the stability of the financial system. 

@ewarren has a plan for that.

The policies offe…"	2020-03-02 03:40:51
234	ka_dijahh	👩🏾‍🔬	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:40:49
235	AmyRose77253769		"RT @NahBabyNah: Do you think they even realize the HYPOCRISY??

@BernieSanders gets on wrong private jet

‘Warriors against climate change’…"	2020-03-02 03:40:45
236	EdEecjr1		RT @VJLJr123: @FOX29philly So what is the greatest threat to mankind...this virus or climate change??....my answer is neither it’s Sanders…	2020-03-02 03:40:44
237	SomewhereCarr	Shropshire, U. K..	RT @dw_environment: A 10-year plan developed by regional authority #Brussels Mobility, in consultation with municipal authorities and local…	2020-03-02 03:40:43
